Model,Group,Language,Question ID,Formulation,Choice Set
qwen,Kurden,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question4,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question3,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question3,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question2,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question2,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question15,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question15,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question14,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question14,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question13,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question13,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question12,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question12,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question11,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question11,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question10,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question10,formulation1,"['1', '2', '3', '4']"
qwen,Kurden,de,question1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question1,formulation2,"['1', '2', '3', '4']"
qwen,Kurden,de,question1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Kurden,de,question1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Kurden,de,question1,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question9,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question9,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question9,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question8,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question8,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question8,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question7,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question7,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question7,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question6,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question6,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question6,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question5,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question5,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question5,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question5,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question5,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question5,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question4,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question4,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question4,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question4,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question3,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question3,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question3,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question3,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question2,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question2,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question2,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question2,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question2,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question15,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question15,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question15,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question15,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question14,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question14,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question14,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question13,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question13,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question13,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question13,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question13,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question13,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question12,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question12,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question12,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question11,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question11,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question11,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question11,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question10,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question10,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question10,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question10,formulation1,"['1', '2', '3', '4']"
qwen,Katalanen,de,question1,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question1,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question1,formulation2,"['1', '2', '3', '4']"
qwen,Katalanen,de,question1,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
qwen,Katalanen,de,question1,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
qwen,Katalanen,de,question1,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question9,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question9,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question8,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question8,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question7,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question7,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question6,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question6,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question5,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question5,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question4,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question4,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question3,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question3,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question2,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question2,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question15,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question15,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question14,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question14,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question14,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question14,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question14,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question14,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question13,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question13,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question13,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question13,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question13,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question13,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question12,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question12,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question12,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question12,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question12,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question11,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question11,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question11,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question11,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question11,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question10,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question10,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question10,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question10,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question10,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question10,formulation1,"['1', '2', '3', '4']"
qwen,Catalans,en,question1,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question1,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question1,formulation2,"['1', '2', '3', '4']"
qwen,Catalans,en,question1,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
qwen,Catalans,en,question1,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
qwen,Catalans,en,question1,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question9,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question9,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question9,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question9,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question9,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question9,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question8,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question8,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question8,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question8,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question8,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question8,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question7,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question7,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question7,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question7,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question7,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question7,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question6,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question6,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question6,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question6,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question6,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question6,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question5,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question5,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question5,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question5,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question5,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question5,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question4,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question4,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question4,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question4,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question4,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question4,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question3,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question3,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question3,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question3,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question3,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question3,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question2,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question2,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question2,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question2,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question2,formulation1,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question15,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question15,formulation2,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
gpt,Uyghurs,en,question15,formulation2,"['1', '2', '3', '4']"
gpt,Uyghurs,en,question15,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Uyghurs,en,question15,formulation1,"['Agree', 'Rather agree', 'Rather disagree', 'Disagree']"
